turn_id,speaker,start,stop,utterance,backchannel,backchannel_count,backchannel_speaker,backchannel_start,backchannel_stop,interval,delta,questions,end_question,overlap,n_words
48,5ed9df4296035b58dce21946,252.24,260.05,weekend sort of thing. So like he was pissed and then he just went home. I felt bad but then I was,okay. Mhm. Oh no,3,5f67f123a9151c4484c6e1f4,253.74,257.76,-0.030000000000001137,7.810000000000002,0,False,True,22
49,5f67f123a9151c4484c6e1f4,260.04,260.36,actually,,0,,,,-0.009999999999990905,0.3199999999999932,0,False,True,1
50,5ed9df4296035b58dce21946,260.05,266.15,"just like there's nothing I can do about it. I haven't been here either before, I have no idea what's going on.",oh yeah,2,5f67f123a9151c4484c6e1f4,261.74,265.84,-0.3100000000000023,6.099999999999966,0,False,True,25
51,5f67f123a9151c4484c6e1f4,266.84,282.46,that's so sad. It's like you're going to something for your birthday but you can't even find it. Uh huh mm. I bet the rest of you all have fun. Yeah. Yeah.,Mm. Yeah. Yeah.,3,5ed9df4296035b58dce21946,267.14,282.36,0.6899999999999977,15.620000000000005,0,False,False,36
52,5ed9df4296035b58dce21946,282.74,283.08,Well,,0,,,,0.28000000000002956,0.339999999999975,0,False,False,1
53,5f67f123a9151c4484c6e1f4,283.04,283.31,Thank,,0,,,,-0.03999999999996362,0.2699999999999818,0,False,True,1
54,5ed9df4296035b58dce21946,283.08,283.9,we tried to,,0,,,,-0.2300000000000182,0.8199999999999932,0,False,True,3
55,5f67f123a9151c4484c6e1f4,283.69,284.44,you. Yeah.,um,1,5ed9df4296035b58dce21946,283.91,284.45,-0.20999999999997954,0.75,0,False,True,2
56,5ed9df4296035b58dce21946,284.94,298.35,"yeah since we got there late I think like all almost all the food places were closed so like all I managed to get a doughnut, I was so hungry. Oh",Yeah. Mhm. Mhm. Oh no.,3,5f67f123a9151c4484c6e1f4,287.93,297.35,0.5,13.410000000000025,0,False,False,31
57,5f67f123a9151c4484c6e1f4,299.14,299.86,Oh,,0,,,,0.7899999999999636,0.7200000000000273,0,False,False,1
58,5ed9df4296035b58dce21946,300.04,300.36,yeah.,,0,,,,0.18000000000000682,0.3199999999999932,0,False,False,1
59,5f67f123a9151c4484c6e1f4,300.44,305.75,so not many good pumpkins and not much food it,"Yeah,",1,5ed9df4296035b58dce21946,305.24,305.77,0.07999999999998408,5.310000000000002,0,False,False,10
60,5ed9df4296035b58dce21946,305.77,306.52,I just had really,,0,,,,0.01999999999998181,0.75,0,False,False,4
61,5f67f123a9151c4484c6e1f4,306.24,307.26,come on.,"nice pictures,",1,5ed9df4296035b58dce21946,306.52,307.49,-0.2799999999999727,1.0199999999999818,0,False,True,2
62,5ed9df4296035b58dce21946,307.5,308.45,thoughts about it.,Yeah.,1,5f67f123a9151c4484c6e1f4,307.64,307.84,0.2400000000000091,0.9499999999999886,0,False,False,3
63,5f67f123a9151c4484c6e1f4,309.74,319.06,Yeah at least you got something. Yes corny. Yeah. Do you press your pictures online or anything?,Mhm. Yeah,1,5ed9df4296035b58dce21946,310.74,312.44,1.2900000000000205,9.319999999999993,1,True,False,17
64,5ed9df4296035b58dce21946,319.94,326.59,"I did, but like my friend had like a camera, like she took most of the pictures, I'm just waiting",Okay. Okay.,2,5f67f123a9151c4484c6e1f4,320.64,322.96,0.8799999999999955,6.649999999999977,0,False,False,21
65,5f67f123a9151c4484c6e1f4,326.54,326.84,For,,0,,,,-0.049999999999954525,0.2999999999999545,0,False,True,1
66,5ed9df4296035b58dce21946,326.59,327.13,for them,,0,,,,-0.25,0.5400000000000205,0,False,True,2
67,5f67f123a9151c4484c6e1f4,326.96,327.19,that,,0,,,,-0.17000000000001592,0.2300000000000182,0,False,True,1
68,5ed9df4296035b58dce21946,327.13,327.26,to,,0,,,,-0.060000000000002274,0.12999999999999545,0,False,True,1
69,5f67f123a9151c4484c6e1f4,327.19,327.41,so,,0,,,,-0.06999999999999318,0.22000000000002728,0,False,True,1
70,5ed9df4296035b58dce21946,327.26,327.48,send,,0,,,,-0.1500000000000341,0.22000000000002728,0,False,True,1
71,5f67f123a9151c4484c6e1f4,327.43,327.76,much.,,0,,,,-0.05000000000001137,0.3299999999999841,0,False,True,1
72,5ed9df4296035b58dce21946,327.48,330.34,them to me. Uh huh.,Oh,1,5f67f123a9151c4484c6e1f4,328.74,329.55,-0.2799999999999727,2.859999999999957,0,False,True,5
73,5f67f123a9151c4484c6e1f4,330.74,338.35,yeah is she was a friend where she doesn't immediately or it takes for like three weeks?,Mhm. Mhm.,2,5ed9df4296035b58dce21946,334.54,335.75,0.4000000000000341,7.610000000000014,1,True,False,18
74,5ed9df4296035b58dce21946,337.84,348.14,"Oh um she's like the type of person who's on top of things. Um But I don't know this week has been pretty crazy, like it was actually",Okay. Yeah.,2,5f67f123a9151c4484c6e1f4,340.34,344.85,-0.5100000000000477,10.300000000000011,0,False,True,31
75,5f67f123a9151c4484c6e1f4,347.84,348.16,What,,0,,,,-0.30000000000001137,0.32000000000005,0,False,True,1
76,5ed9df4296035b58dce21946,348.14,351.88,my birthday on friday so like I was out,,0,,,,-0.020000000000038654,3.740000000000009,0,False,True,9
77,5f67f123a9151c4484c6e1f4,351.27,352.02,do you want?,,0,,,,-0.6100000000000136,0.75,1,True,True,3
78,5ed9df4296035b58dce21946,351.89,360.95,"both friday and saturday, so like I just did too much this whole week. You?",Yeah. Oh,2,5f67f123a9151c4484c6e1f4,352.74,358.12,-0.12999999999999545,9.060000000000002,1,True,True,15
79,5f67f123a9151c4484c6e1f4,358.13,368.66,happy birthday. Oh yeah it sounds like you had a busy birthday weekend.,Mhm. Mhm.,2,5ed9df4296035b58dce21946,361.54,366.35,-2.819999999999993,10.53000000000003,0,False,True,13
80,5ed9df4296035b58dce21946,367.94,373.55,Yeah I did now I have to catch up with studying for school.,Okay Yeah.,2,5f67f123a9151c4484c6e1f4,369.34,370.74,-0.7200000000000273,5.610000000000014,0,False,True,13
81,5f67f123a9151c4484c6e1f4,373.94,378.86,Home. Um what do you study? Yeah.,Yeah. Um,2,5ed9df4296035b58dce21946,375.23,378.83,0.38999999999998636,4.920000000000016,1,False,False,7
82,5ed9df4296035b58dce21946,378.84,392.56,We're currently in pharmacy school and I'm trying to like the view like um I think the gastro system. Yeah,Yeah. Mhm.,2,5f67f123a9151c4484c6e1f4,380.34,384.86,-0.020000000000038654,13.720000000000027,0,False,True,22
83,5f67f123a9151c4484c6e1f4,391.54,397.68,Yeah sounds great. Um My partner is in nursing school,"wow,",1,5ed9df4296035b58dce21946,393.24,394.16,-1.0199999999999818,6.139999999999986,0,False,True,10
84,5ed9df4296035b58dce21946,397.65,397.85,just,,0,,,,-0.03000000000002956,0.20000000000004547,0,False,True,1
85,5f67f123a9151c4484c6e1f4,397.69,398.03,but,,0,,,,-0.160000000000025,0.339999999999975,0,False,True,1
86,5ed9df4296035b58dce21946,397.85,398.19,like that.,,0,,,,-0.17999999999994998,0.339999999999975,0,False,True,2
87,5f67f123a9151c4484c6e1f4,398.04,401.24,that's all I know. Yeah.,Okay.,1,5ed9df4296035b58dce21946,399.04,400.15,-0.14999999999997726,3.1999999999999886,0,False,True,6
88,5ed9df4296035b58dce21946,401.14,401.35,Mhm.,,0,,,,-0.10000000000002274,0.21000000000003638,0,False,True,1
89,5f67f123a9151c4484c6e1f4,401.84,402.26,Um,,0,,,,0.48999999999995225,0.4200000000000159,0,False,False,1
90,5ed9df4296035b58dce21946,402.24,402.63,Thanks,,0,,,,-0.01999999999998181,0.38999999999998636,0,False,True,1
91,5f67f123a9151c4484c6e1f4,402.27,402.68,What,,0,,,,-0.36000000000001364,0.410000000000025,0,False,True,1
92,5ed9df4296035b58dce21946,402.63,402.76,to,,0,,,,-0.05000000000001137,0.12999999999999545,0,False,True,1
93,5f67f123a9151c4484c6e1f4,402.68,402.76,do,,0,,,,-0.07999999999998408,0.07999999999998408,0,False,True,1
94,5ed9df4296035b58dce21946,402.76,402.82,"you,",,0,,,,0.0,0.060000000000002274,0,False,False,1
95,5f67f123a9151c4484c6e1f4,402.76,404.26,you think of pharmacy school,,0,,,,-0.060000000000002274,1.5,0,False,True,5
96,5ed9df4296035b58dce21946,405.24,406.2,I,,0,,,,0.9800000000000182,0.9599999999999795,0,False,False,1
97,5f67f123a9151c4484c6e1f4,405.64,406.31,protective?,,0,,,,-0.5600000000000023,0.6700000000000159,1,True,True,1
98,5ed9df4296035b58dce21946,406.21,411.06,"think it's a lot of work, definitely a lot of work.","Mhm. Mhm. Yeah,",3,5f67f123a9151c4484c6e1f4,408.54,410.64,-0.10000000000002274,4.850000000000023,0,False,True,12
99,5f67f123a9151c4484c6e1f4,411.94,416.76,let's see. Yeah. Is it two years?,Yeah.,1,5ed9df4296035b58dce21946,413.24,415.84,0.8799999999999955,4.819999999999993,1,True,False,8
100,5ed9df4296035b58dce21946,417.24,421.94,"Um It's like four years, like three years of like school, like actual school",Oh yeah,2,5f67f123a9151c4484c6e1f4,420.64,421.89,0.4800000000000182,4.699999999999989,0,False,False,15
101,5f67f123a9151c4484c6e1f4,421.9,422.26,"it's,",,0,,,,-0.040000000000020464,0.36000000000001364,0,False,True,2
102,5ed9df4296035b58dce21946,421.94,428.15,and one year of like clinical is like going to different sites and experiencing that. Mhm.,"yes, mm.",2,5f67f123a9151c4484c6e1f4,422.94,426.55,-0.3199999999999932,6.2099999999999795,0,False,True,16
103,5f67f123a9151c4484c6e1f4,428.04,433.34,Oh cool. That sounds interesting. Yeah.,Yeah.,1,5ed9df4296035b58dce21946,430.84,432.45,-0.1099999999999568,5.2999999999999545,0,False,True,6
104,5ed9df4296035b58dce21946,433.74,433.94,Yeah,,0,,,,0.4000000000000341,0.19999999999998863,0,False,False,1
105,5f67f123a9151c4484c6e1f4,434.14,437.25,Um So what year are you?,,0,,,,0.19999999999998863,3.1100000000000136,1,True,False,6
106,5ed9df4296035b58dce21946,437.94,444.61,I am in my second year um,,0,,,,0.6899999999999977,6.670000000000016,0,False,False,7
107,5f67f123a9151c4484c6e1f4,441.64,444.16,Oh how's that going?,,0,,,,-2.9700000000000273,2.5200000000000387,1,True,True,5
108,5ed9df4296035b58dce21946,444.61,449.35,So it's so different this year so like since everything is like gonna be almost,Mhm.,1,5f67f123a9151c4484c6e1f4,444.64,444.85,0.44999999999998863,4.740000000000009,0,False,False,17
109,5f67f123a9151c4484c6e1f4,449.04,449.41,It's good,,0,,,,-0.3100000000000023,0.37000000000000455,0,False,True,3
110,5ed9df4296035b58dce21946,449.35,449.7,of,,0,,,,-0.060000000000002274,0.3499999999999659,0,False,True,1
111,5f67f123a9151c4484c6e1f4,449.42,450.15,for you.,,0,,,,-0.2799999999999727,0.7299999999999613,0,False,True,2
112,5ed9df4296035b58dce21946,449.71,466.53,every for me I signed up for classes at home now since so I don't have to go in person and that sort of thing. So like all the class is gonna be done through like my computer and like if I have to go in person um I'll definitely,Yeah. Yeah.,2,5f67f123a9151c4484c6e1f4,451.94,463.55,-0.4399999999999977,16.819999999999993,0,False,True,53
113,5f67f123a9151c4484c6e1f4,466.44,466.65,What?,,0,,,,-0.08999999999997499,0.20999999999997954,1,True,True,1
114,5ed9df4296035b58dce21946,466.53,479.86,have to go for like um I think really the exams where you like have to talk to patients um that sort of thing. And. Yeah. Yeah.,Mhm.,1,5f67f123a9151c4484c6e1f4,477.44,477.65,-0.12000000000000455,13.330000000000041,0,False,True,27
115,5f67f123a9151c4484c6e1f4,480.04,480.76,Oh,,0,,,,0.18000000000000682,0.7199999999999704,0,False,False,1
116,5ed9df4296035b58dce21946,481.14,481.55,Yeah.,,0,,,,0.37999999999999545,0.410000000000025,0,False,False,1
117,5f67f123a9151c4484c6e1f4,481.74,486.41,"it yeah, I mean you're on your second year so it's simply",,0,,,,0.18999999999999773,4.670000000000016,0,False,False,14
118,5ed9df4296035b58dce21946,486.14,487.28,Uh huh. It's,,0,,,,-0.27000000000003865,1.1399999999999864,0,False,True,4
119,5f67f123a9151c4484c6e1f4,487.04,487.51,you pick,,0,,,,-0.23999999999995225,0.46999999999997044,0,False,True,2
120,5ed9df4296035b58dce21946,487.28,487.54,pretty,,0,,,,-0.2300000000000182,0.26000000000004775,0,False,True,1
121,5f67f123a9151c4484c6e1f4,487.51,489.14,up. Yeah.,nice having,1,5ed9df4296035b58dce21946,487.54,489.22,-0.03000000000002956,1.6299999999999955,0,False,True,2
122,5ed9df4296035b58dce21946,489.22,493.52,your own time having all like you have a lot of time to yourself,"Yeah,",1,5f67f123a9151c4484c6e1f4,492.44,492.76,0.08000000000004093,4.2999999999999545,0,False,False,14
123,5f67f123a9151c4484c6e1f4,493.34,493.76,true.,,0,,,,-0.18000000000000682,0.4200000000000159,0,False,True,1
124,5ed9df4296035b58dce21946,493.52,498.45,"and you don't have to like drive and cap and go to class, that sort of thing.",Okay. Yeah.,2,5f67f123a9151c4484c6e1f4,494.84,496.74,-0.2400000000000091,4.930000000000007,0,False,True,18
125,5f67f123a9151c4484c6e1f4,499.34,507.14,Yeah that's it's nicer at home. You don't have to stuff. Yeah.,Yeah.,1,5ed9df4296035b58dce21946,502.24,505.95,0.8899999999999864,7.800000000000011,0,False,False,15
126,5ed9df4296035b58dce21946,506.94,509.96,It's definitely harder to like push yourself to like,,0,,,,-0.19999999999998863,3.019999999999982,0,False,True,10
127,5f67f123a9151c4484c6e1f4,509.34,509.91,Look at this.,,0,,,,-0.6200000000000045,0.57000000000005,0,False,True,3
128,5ed9df4296035b58dce21946,509.97,515.55,um do things like studying of course at home. Mhm. Uh huh.,"Yeah. Yeah,",2,5f67f123a9151c4484c6e1f4,511.44,515.38,0.060000000000002274,5.579999999999927,0,False,False,12
129,5f67f123a9151c4484c6e1f4,515.39,518.05,they're like more distractions for sure.,Cool.,1,5ed9df4296035b58dce21946,516.84,517.05,-0.15999999999996817,2.659999999999968,0,False,True,7
130,5ed9df4296035b58dce21946,517.64,518.35,"Yeah,",,0,,,,-0.40999999999996817,0.7100000000000364,0,False,True,1
131,5f67f123a9151c4484c6e1f4,518.44,518.65,Mhm.,,0,,,,0.09000000000003183,0.2099999999999227,0,False,False,1
132,5ed9df4296035b58dce21946,518.74,522.04,like my bed. Yeah.,Oh,1,5f67f123a9151c4484c6e1f4,520.24,521.16,0.09000000000003183,3.2999999999999545,0,False,False,4
133,5f67f123a9151c4484c6e1f4,522.04,522.75,"yeah,",,0,,,,0.0,0.7100000000000364,0,False,False,1
134,5ed9df4296035b58dce21946,523.24,523.75,Okay.,,0,,,,0.4900000000000091,0.5099999999999909,0,False,False,1
135,5f67f123a9151c4484c6e1f4,523.44,524.76,"mm hmm,",,0,,,,-0.30999999999994543,1.3199999999999363,0,False,True,2
136,5ed9df4296035b58dce21946,525.24,538.96,And yeah. Since yeah and then I can't really study anywhere else because it's like there's no place to sit or anything because like libraries are closed and like cafes like you can't sit anywhere move most of them. Mhm.,mm. Yeah. Mhm. Right.,4,5f67f123a9151c4484c6e1f4,530.24,539.96,0.4800000000000182,13.720000000000027,0,False,False,44
137,5f67f123a9151c4484c6e1f4,541.04,541.66,"Yeah, that makes",,0,,,,2.0799999999999272,0.6200000000000045,0,False,False,3
138,5ed9df4296035b58dce21946,541.54,542.05,Doc.,,0,,,,-0.12000000000000455,0.5099999999999909,0,False,True,1
139,5f67f123a9151c4484c6e1f4,541.66,553.76,"it harder. Um Yeah and I'm sure yeah the bedroom is not not the most fun face this way,",Yeah.,1,5ed9df4296035b58dce21946,543.14,544.84,-0.38999999999998636,12.100000000000023,0,False,True,20
140,5ed9df4296035b58dce21946,554.04,560.45,Yeah. That's why I actually studied my brother's room because he has like a monitor. I don't and also yeah,mm.,1,5f67f123a9151c4484c6e1f4,557.44,557.65,0.2799999999999727,6.410000000000082,0,False,False,23
141,5f67f123a9151c4484c6e1f4,561.24,566.25,"Yeah, that makes sense. How is that working so far?",,0,,,,0.7899999999999636,5.009999999999991,1,True,False,10
142,5ed9df4296035b58dce21946,566.54,576.56,"um I feel like it's working pretty well, like I can just like have the screen with the lectures pulled up and then like type notes on my laptop. Something works pretty long.","Yeah, Mm",2,5f67f123a9151c4484c6e1f4,573.34,576.36,0.2899999999999636,10.019999999999982,0,False,False,34
143,5f67f123a9151c4484c6e1f4,577.53,583.69,That makes sense. Yeah. So like pharmacy degrees is,,0,,,,0.9700000000000273,6.160000000000082,0,False,False,9
144,5ed9df4296035b58dce21946,583.64,583.85,And,,0,,,,-0.05000000000006821,0.21000000000003638,0,False,True,1
145,5f67f123a9151c4484c6e1f4,583.69,589.66,it are their specialties or is it just like a general Francis man?,um,1,5ed9df4296035b58dce21946,589.04,589.67,-0.15999999999996817,5.969999999999914,1,True,True,13
146,5ed9df4296035b58dce21946,589.68,602.74,"it's a general blake. The only thing the offer is like additional degree. Like some people do like dual degrees and like pharmacogenomics, like a masters and that or like public",Yeah. Okay,1,5f67f123a9151c4484c6e1f4,590.94,591.86,0.01999999999998181,13.06000000000006,0,False,False,32
147,5f67f123a9151c4484c6e1f4,602.04,602.46,function.,,0,,,,-0.7000000000000455,0.42000000000007276,0,False,True,1
148,5ed9df4296035b58dce21946,602.74,608.45,health or something like that. I know some other schools in the area of for like I,Okay. Mhm.,2,5f67f123a9151c4484c6e1f4,602.94,605.75,0.2799999999999727,5.710000000000036,0,False,False,17
149,5f67f123a9151c4484c6e1f4,608.34,608.56,This,,0,,,,-0.11000000000001364,0.2199999999999136,0,False,True,1
150,5ed9df4296035b58dce21946,608.45,608.64,think,,0,,,,-0.10999999999989996,0.18999999999994088,0,False,True,1
151,5f67f123a9151c4484c6e1f4,608.56,608.64,is,,0,,,,-0.08000000000004093,0.08000000000004093,0,False,True,1
152,5ed9df4296035b58dce21946,608.64,614.24,"a dual degree in on like law if they want to do that, that's some good intense. Yeah.",okay.,1,5f67f123a9151c4484c6e1f4,610.64,611.45,0.0,5.600000000000023,0,False,False,19
153,5f67f123a9151c4484c6e1f4,614.62,617.95,That that's who you are.,Yeah. Oh,2,5ed9df4296035b58dce21946,614.64,617.75,0.37999999999999545,3.330000000000041,0,False,False,6
154,5ed9df4296035b58dce21946,618.54,625.12,like I am a professor who has both a law degree and a farm B and I'm like um you must,Yeah. Yeah.,2,5f67f123a9151c4484c6e1f4,618.74,624.64,0.5899999999999181,6.580000000000041,0,False,False,22
155,5f67f123a9151c4484c6e1f4,625.04,625.55,They,,0,,,,-0.08000000000004093,0.5099999999999909,0,False,True,1
156,5ed9df4296035b58dce21946,625.12,628.05,"have sent someone, I will work to point at things.",,0,,,,-0.42999999999995,2.92999999999995,0,False,True,10
157,5f67f123a9151c4484c6e1f4,629.64,642.76,I'm gonna say that's like I guess it was probably grad school only once but it's still a long time. Mm. Um mm,Yeah.,1,5ed9df4296035b58dce21946,637.24,639.36,1.5900000000000318,13.120000000000005,0,False,False,27
